POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
119-03910,-,0,Green,SS,N,N,SFMTA,ON,0,391,19TH AVE,904000,Area 3,,"(37.7807757975, -122.4784016979)"
120-03970,-,0,Green,SS,N,N,SFMTA,ON,0,397,20TH AVE,1000000,Area 3,,"(37.7805273020, -122.4794591979)"
326-07340,-,0,Grey,SS,Y,N,SFMTA,ON,0,734,BEACH ST,2846000,Area 5,Fisherman's Wharf,"(37.8065498983, -122.4219191984)"
443-02220,-,0,Grey,SS,Y,N,SFMTA,ON,0,222,GOUGH ST,6316000,Area 5,Civic Center,"(37.7755623990, -122.4226273016)"
443-02300,-,0,Grey,SS,Y,N,SFMTA,ON,0,230,GOUGH ST,6316000,Area 5,Civic Center,"(37.7757851005, -122.4226723013)"
467-01150,-,0,Grey,SS,Y,N,SFMTA,ON,0,115,HICKORY ST,6899000,Area 5,Civic Center,"(37.7755816997, -122.4217160993)"
384-16080,-,0,Grey,SS,N,N,SFMTA,ON,0,1608,DIVISADERO ST,4813201,Area 3,,"(37.7845771023, -122.4396241025)"
700-12060,-,0,Grey,SS,Y,N,SFMTA,ON,0,1206,VALENCIA ST,13072000,Area 5,Mission,"(37.7535471012, -122.4209059996)"
205-06625,205-06620,5,Grey,MS,Y,N,SFMTA,ON,0,662,05TH ST,307000,Area 5,South Embarcadero,"(37.7756086000, -122.3977050983)"
330-05320,-,0,Grey,SS,Y,N,SFMTA,ON,0,532,BRANNAN ST,3080000,Area 5,South Embarcadero,"(37.7776806009, -122.3975001999)"
330-05100,-,0,Grey,SS,Y,N,SFMTA,ON,0,510,BRANNAN ST,3080000,Area 5,South Embarcadero,"(37.7780942981, -122.3969765992)"
891-00260,891-00001,26,Grey,MS,N,N,PORT,OFF,891,601,TERRY A FRANCOIS BLVD,12532004,Area 5,South Embarcadero,"(37.7699112975, -122.3860367012)"
620-01720,-,0,Grey,SS,Y,N,SFMTA,ON,0,172,PERRY ST,10360000,Area 5,South Embarcadero,"(37.7807241985, -122.3986721017)"
620-01220,-,0,Grey,SS,Y,N,SFMTA,ON,0,122,PERRY ST,10360000,Area 5,South Embarcadero,"(37.7816523992, -122.3974923992)"
891-00360,891-00001,36,Grey,MS,N,N,PORT,OFF,891,601,TERRY A FRANCOIS BLVD,12532004,Area 5,South Embarcadero,"(37.7699854997, -122.3858863019)"
664-12162,664-12160,2,Yellow,MS,N,N,SFMTA,ON,0,1218,STOCKTON ST,12208000,Area 2,,"(37.7971818027, -122.4084447023)"
664-10063,664-10060,3,Yellow,MS,N,N,SFMTA,ON,0,1008,STOCKTON ST,12206000,Area 2,,"(37.7952253995, -122.4080468022)"
724-00230,-,0,Black,SS,N,N,SFMTA,ON,0,23,WILLOW ST,13662000,MC3,,"(37.7836445646, -122.4184558418)"
463-00100,-,0,Grey,SS,Y,N,SFMTA,ON,0,10,HAWTHORNE ST,6809000,Area 5,Downtown,"(37.7855694023, -122.3990309981)"
470-08168,470-08160,8,Grey,MS,N,N,SFMTA,ON,0,832,HOWARD ST,7039001,Area 5,Downtown,"(37.7826653019, -122.4035966990)"
340-00649,-,0,Grey,SS,Y,N,SFMTA,ON,0,64,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.7764116020, -122.3975218143)"
202-01046,202-01040,6,Red,MS,N,N,SFMTA,ON,0,104,02ND ST,132000,Area 5,Downtown,"(37.7875859988, -122.3993919005)"
330-05540,-,0,Grey,SS,Y,N,SFMTA,ON,0,554,BRANNAN ST,3080000,Area 5,South Embarcadero,"(37.7772062019, -122.3981006012)"
569-21190,-,0,Grey,SS,N,N,SFMTA,ON,0,2119,MARKET ST,8764101,Area 3,,"(37.7669761003, -122.4293948000)"
593-07220,-,0,Grey,SS,N,N,SFMTA,ON,0,722,OFARRELL ST,9733000,Area 3,,"(37.7853394979, -122.4170629026)"
400-02320,-,0,Grey,SS,N,N,SFMTA,ON,0,232,EDDY ST,5060000,Area 2,,"(37.7840712991, -122.4120403991)"
470-08690,-,0,Grey,SS,N,N,SFMTA,ON,0,869,HOWARD ST,7039001,Area 5,Downtown,"(37.7819613003, -122.4042007995)"
363-01210,-,0,Grey,SS,N,N,SFMTA,ON,0,121,COLUMBUS AVE,4288000,Area 2,,"(37.7965234992, -122.4048898981)"
680-10110,-,0,Grey,SS,N,N,SFMTA,ON,0,1011,TARAVAL ST,12396000,Area 3,,"(37.7429016986, -122.4771845003)"
680-10130,-,0,Grey,SS,N,N,SFMTA,ON,0,1013,TARAVAL ST,12396000,Area 3,,"(37.7428982005, -122.4772641004)"
568-11820,-,0,Grey,SS,N,N,SFMTA,ON,0,1182,MISSION ST,9102000,Area 2,,"(37.7778047983, -122.4128393007)"
206-01510,-,0,Grey,SS,N,N,SFMTA,ON,0,151,06TH ST,331000,Area 2,,"(37.7801000026, -122.4074596167)"
363-02200,-,0,Grey,SS,N,N,SFMTA,ON,0,220,COLUMBUS AVE,4290000,Area 2,,"(37.7974608027, -122.4059337021)"
680-07140,-,0,Grey,SS,N,N,SFMTA,ON,0,714,TARAVAL ST,12393000,Area 3,,"(37.7431971998, -122.4742115007)"
206-02310,-,0,Grey,SS,N,N,SFMTA,ON,0,231,06TH ST,333000,Area 2,,"(37.7792091069, -122.4063437171)"
700-16960,-,0,Grey,SS,N,N,SFMTA,ON,0,1696,VALENCIA ST,13077000,Area 3,,"(37.7455611982, -122.4201414974)"
683-08560,-,0,Grey,SS,N,N,SFMTA,ON,0,856,THORNTON AVE,12586000,Area 3,,"(37.7304396023, -122.4044978988)"
721-00930,-,0,Grey,SS,N,N,SFMTA,ON,0,93,WILDER ST,13632000,Area 3,,"(37.7341492985, -122.4336654020)"
442-02220,-,0,Yellow,SS,N,N,SFMTA,ON,0,222,GOLDEN GATE AVE,6261000,Area 2,,"(37.7818310008, -122.4146507026)"
502-01030,-,0,Grey,SS,N,N,SFMTA,ON,0,103,JONES ST,7564000,Area 2,,"(37.7822190997, -122.4123303012)"
502-01040,-,0,Grey,SS,N,N,SFMTA,ON,0,104,JONES ST,7564000,Area 2,,"(37.7822457989, -122.4121790023)"
324-11170,-,0,Grey,SS,N,N,SFMTA,ON,0,1117,BATTERY ST,2767000,Area 3,,"(37.8019402025, -122.4017996192)"
700-02580,-,0,Grey,SS,N,N,SFMTA,ON,0,258,VALENCIA ST,13056000,Area 3,,"(37.7683186018, -122.4223248993)"
470-10660,-,0,Grey,SS,N,N,SFMTA,ON,0,1066,HOWARD ST,7045000,Area 2,,"(37.7785587002, -122.4087939986)"
470-10680,-,0,Grey,SS,N,N,SFMTA,ON,0,1068,HOWARD ST,7045000,Area 2,,"(37.7785154999, -122.4088485983)"
568-09510,-,0,Grey,SS,N,N,SFMTA,ON,0,951,MISSION ST,9099000,Area 2,,"(37.7817565975, -122.4075760019)"
502-01070,-,0,Grey,SS,N,N,SFMTA,ON,0,107,JONES ST,7564000,Area 2,,"(37.7823275001, -122.4123525021)"
502-01100,-,0,Grey,SS,N,N,SFMTA,ON,0,110,JONES ST,7564000,Area 2,,"(37.7824331009, -122.4122174026)"
380-06250,-,0,Grey,SS,N,N,SFMTA,ON,0,625,DAVIS ST,4609000,Area 2,,"(37.7985990987, -122.3987156988)"
212-00290,-,0,Grey,SS,N,N,SFMTA,ON,0,29,12TH ST,541000,Area 2,,"(37.7737536010, -122.4193517991)"
212-00350,-,0,Grey,SS,N,N,SFMTA,ON,0,35,12TH ST,541000,Area 2,,"(37.7736377017, -122.4192055014)"
568-10340,-,0,Grey,SS,N,N,SFMTA,ON,0,1034,MISSION ST,9100000,Area 2,,"(37.7802886021, -122.4096968022)"
568-10470,-,0,Grey,SS,N,N,SFMTA,ON,0,1047,MISSION ST,9100000,Area 2,,"(37.7800701977, -122.4097160024)"
502-04200,-,0,Grey,SS,N,N,SFMTA,ON,0,420,JONES ST,7569000,Area 2,,"(37.7854049996, -122.4128144008)"
546-00800,-,0,Yellow,SS,N,N,SFMTA,ON,0,80,LEAVENWORTH ST,8238000,Area 2,,"(37.7817679019, -122.4137638022)"
444-11170,-,0,Green,SS,N,N,SFMTA,ON,0,1117,GRANT AVE,6399000,Area 2,,"(37.7974772983, -122.4069892016)"
720-17050,-,0,Grey,SS,N,N,SFMTA,ON,0,1705,WASHINGTON ST,13432000,Area 3,,"(37.7931815003, -122.4214513988)"
720-17360,-,0,Grey,SS,N,N,SFMTA,ON,0,1736,WASHINGTON ST,13432000,Area 3,,"(37.7932053999, -122.4221134015)"
103-03060,-,0,Grey,SS,N,N,SFMTA,ON,0,306,03RD AVE,154000,Area 3,,"(37.7829523989, -122.4611287021)"
104-03170,-,0,Grey,SS,N,N,SFMTA,ON,0,317,04TH AVE,241000,Area 3,,"(37.7826661010, -122.4623224025)"
360-24050,-,0,Grey,SS,N,N,SFMTA,ON,0,2405,CLEMENT ST,4175000,Area 3,,"(37.7819395018, -122.4851254986)"
490-06210,-,0,Grey,SS,N,N,SFMTA,ON,0,621,IRVING ST,7284000,Area 3,,"(37.7640235972, -122.4649227985)"
614-23040,-,0,Grey,SS,N,N,SFMTA,ON,0,2304,POST ST,10652000,Area 3,,"(37.7843489078, -122.4399792661)"
602-08980,-,0,Grey,SS,N,N,SFMTA,ON,0,898,PARIS ST,10258000,Area 3,,"(37.7158254110, -122.4394062350)"
602-08860,-,0,Grey,SS,N,N,SFMTA,ON,0,886,PARIS ST,10258000,Area 3,,"(37.7159344003, -122.4393292998)"
691-20410,-,0,Grey,SS,N,N,SFMTA,ON,0,2041,UNION ST,12870000,Area 3,,"(37.7972826985, -122.4334777982)"
386-03130,-,0,Yellow,SS,Y,N,SFMTA,ON,0,313,DRUMM ST,4973000,Area 5,Downtown,"(37.7967950002, -122.3971526024)"
500-00770,-,0,Grey,SS,Y,N,SFMTA,ON,0,77,JACKSON ST,7359000,Area 5,Downtown,"(37.7971526002, -122.3973930010)"
500-00810,-,0,Grey,SS,Y,N,SFMTA,ON,0,81,JACKSON ST,7359000,Area 5,Downtown,"(37.7971318019, -122.3975563978)"
666-13200,-,0,Grey,SS,N,N,SFMTA,ON,0,1320,SUTTER ST,12331000,Area 3,,"(37.7874985979, -122.4226382987)"
471-27930,-,0,Grey,SS,N,N,SFMTA,ON,0,2793,HARRISON ST,6756000,Area 3,,"(37.7528831986, -122.4118326006)"
464-13010,-,0,Grey,SS,N,N,SFMTA,ON,0,1301,HAYES ST,6825000,Area 3,,"(37.7749172998, -122.4379607977)"
400-06140,-,0,Grey,SS,N,N,SFMTA,ON,0,614,EDDY ST,5064000,Area 5,Civic Center,"(37.7833029021, -122.4181022977)"
500-00940,-,0,Grey,SS,Y,N,SFMTA,ON,0,94,JACKSON ST,7359000,Area 5,Downtown,"(37.7971818027, -122.3980759975)"
500-00950,-,0,Grey,SS,Y,N,SFMTA,ON,0,95,JACKSON ST,7359000,Area 5,Downtown,"(37.7970713013, -122.3980308973)"
500-02170,-,0,Grey,SS,Y,N,SFMTA,ON,0,217,JACKSON ST,7361000,Area 5,Downtown,"(37.7968085007, -122.4000932981)"
818-01400,818-01002,40,Grey,MS,N,N,PORT,ON,0,140,BRANNAN ST,3071000,Area 5,South Embarcadero,"(37.7844628011, -122.3889087995)"
422-02290,-,0,Grey,SS,N,N,SFMTA,ON,0,229,FRONT ST,5870000,Area 5,Downtown,"(37.7941763987, -122.3990067017)"
422-03210,-,0,Red,SS,N,N,SFMTA,ON,0,321,FRONT ST,5871000,Area 5,Downtown,"(37.7950087999, -122.3992069007)"
460-02030,-,0,Yellow,SS,N,N,SFMTA,ON,0,203,HALLECK ST,6633000,Area 5,Downtown,"(37.7934915022, -122.4014634990)"
666-04170,-,0,Yellow,SS,N,N,SFMTA,ON,0,417,SUTTER ST,12322000,Area 5,Downtown,"(37.7892892015, -122.4075995998)"
336-03090,-,0,Red,SS,N,N,SFMTA,ON,0,309,BUSH ST,3425000,Area 5,Downtown,"(37.7908662007, -122.4027530995)"
651-03190,-,0,Yellow,SS,N,N,SFMTA,ON,0,319,SANSOME ST,11546000,Area 5,Downtown,"(37.7935930015, -122.4013216996)"
651-03200,-,0,Yellow,SS,N,N,SFMTA,ON,0,320,SANSOME ST,11546000,Area 5,Downtown,"(37.7936447010, -122.4011767988)"
661-00110,-,0,Yellow,SS,N,N,SFMTA,ON,0,11,STEVENSON ST,12164000,Area 5,Downtown,"(37.7903197006, -122.3988490996)"
201-02100,-,0,Grey,SS,Y,N,SFMTA,ON,0,210,01ST ST,107000,Area 5,Downtown,"(37.7882234023, -122.3957836144)"
201-02560,-,0,Grey,SS,Y,N,SFMTA,ON,0,256,01ST ST,110000,Area 5,Downtown,"(37.7873955005, -122.3947490972)"
685-10950,-,0,Grey,SS,N,N,SFMTA,ON,0,1095,TREAT AVE,12689000,Area 3,,"(37.7527738985, -122.4129585193)"
444-03060,-,0,Grey,SS,N,N,SFMTA,ON,0,306,GRANT AVE,6387000,Area 5,Downtown,"(37.7898799022, -122.4053921976)"
568-20110,-,0,Grey,SS,Y,N,SFMTA,ON,0,2011,MISSION ST,9116000,Area 5,Mission,"(37.7646559001, -122.4195382015)"
350-05240,-,0,Yellow,SS,N,N,SFMTA,ON,0,524,CALIFORNIA ST,3530000,Area 5,Downtown,"(37.7928108972, -122.4036502984)"
350-06150,-,0,Grey,SS,N,N,SFMTA,ON,0,615,CALIFORNIA ST,3532000,Area 5,Downtown,"(37.7924858023, -122.4049760026)"
350-06240,-,0,Grey,SS,N,N,SFMTA,ON,0,624,CALIFORNIA ST,3532000,Area 5,Downtown,"(37.7926018973, -122.4053150003)"
350-06310,-,0,Grey,SS,N,N,SFMTA,ON,0,631,CALIFORNIA ST,3532000,Area 5,Downtown,"(37.7924250000, -122.4054532011)"
471-07670,-,0,Grey,SS,N,N,SFMTA,ON,0,767,HARRISON ST,6718000,Area 5,South Embarcadero,"(37.7810717010, -122.3990931024)"
202-03260,-,0,Grey,SS,Y,N,SFMTA,ON,0,326,02ND ST,138000,Area 5,South Embarcadero,"(37.7849089027, -122.3960621000)"
203-05160,-,0,Grey,SS,Y,N,SFMTA,ON,0,516,03RD ST,176000,Area 5,South Embarcadero,"(37.7809491017, -122.3955247027)"
203-05570,-,0,Grey,SS,Y,N,SFMTA,ON,0,557,03RD ST,178000,Area 5,South Embarcadero,"(37.7803832003, -122.3945109003)"
562-01240,-,0,Red,SS,N,N,SFMTA,ON,0,124,MASON ST,8800000,Area 1,,"(37.7850350001, -122.4093801004)"
681-00150,-,0,Yellow,SS,N,N,SFMTA,ON,0,15,TAYLOR ST,12425000,Area 1,,"(37.7827543010, -122.4107570012)"
681-00230,-,0,Yellow,SS,N,N,SFMTA,ON,0,23,TAYLOR ST,12426000,Area 1,,"(37.7829265994, -122.4107923002)"
326-03340,-,0,Grey,SS,Y,N,SFMTA,ON,0,334,BEACH ST,2841000,Area 5,Fisherman's Wharf,"(37.8073636022, -122.4153428019)"
562-25020,-,0,Grey,SS,Y,N,SFMTA,ON,0,2502,MASON ST,8839000,Area 5,Fisherman's Wharf,"(37.8067506001, -122.4137597007)"
546-27260,-,0,Grey,SS,Y,N,SFMTA,ON,0,2726,LEAVENWORTH ST,8274000,Area 5,Fisherman's Wharf,"(37.8067086012, -122.4188108982)"
681-26200,-,0,Grey,SS,Y,N,SFMTA,ON,0,2620,TAYLOR ST,12464000,Area 5,Fisherman's Wharf,"(37.8070402005, -122.4155007002)"
325-03390,-,0,Grey,SS,Y,N,SFMTA,ON,0,339,BAY ST,2775000,Area 5,Fisherman's Wharf,"(37.8055900977, -122.4132510980)"
325-04110,-,0,Grey,SS,Y,N,SFMTA,ON,0,411,BAY ST,2776000,Area 5,Fisherman's Wharf,"(37.8054860001, -122.4140748994)"
386-02031,386-02030,1,Black,MS,N,N,SFMTA,ON,0,203,DRUMM ST,4972000,Area 5,Downtown,"(37.7955776014, -122.3969018997)"
681-25200,-,0,Grey,SS,Y,N,SFMTA,ON,0,2520,TAYLOR ST,12463000,Area 5,Fisherman's Wharf,"(37.8060143002, -122.4152936001)"
681-25260,-,0,Grey,SS,Y,N,SFMTA,ON,0,2526,TAYLOR ST,12463000,Area 5,Fisherman's Wharf,"(37.8061855984, -122.4153293015)"
561-02121,561-02120,1,Black,MS,N,N,SFMTA,ON,0,212,MAIN ST,8629000,Area 5,Downtown,"(37.7902106018, -122.3930196983)"
691-17200,-,0,Black,SS,N,N,SFMTA,ON,0,1720,UNION ST,12866000,MC3,,"(37.7981197991, -122.4278747977)"
863-15280,-,0,Grey,SS,Y,N,PORT,ON,0,1528,SANSOME ST,11561000,Port 4,,"(37.8048603022, -122.4034336989)"
108-13030,-,0,Grey,SS,N,N,SFMTA,ON,0,1303,08TH AVE,396000,Area 3,,"(37.7638644025, -122.4652989001)"
109-12140,-,0,Grey,SS,N,N,SFMTA,ON,0,1214,09TH AVE,431000,Area 3,,"(37.7655001980, -122.4663434976)"
568-30030,-,0,Grey,SS,N,N,SFMTA,ON,0,3003,MISSION ST,9128000,Area 3,,"(37.7488763024, -122.4180284978)"
336-07460,-,0,Yellow,SS,N,N,SFMTA,ON,0,746,BUSH ST,3437000,Area 1,,"(37.7900390019, -122.4102638994)"
570-01460,-,0,Yellow,SS,N,N,SFMTA,ON,0,146,MINNA ST,9041000,Area 5,Downtown,"(37.7869057012, -122.4001583026)"
570-01560,-,0,Yellow,SS,N,N,SFMTA,ON,0,156,MINNA ST,9041000,Area 5,Downtown,"(37.7867050999, -122.4004162026)"
224-39610,-,0,Grey,SS,Y,N,SFMTA,ON,0,3961,24TH ST,1361000,Area 3,,"(37.7513971989, -122.4314573013)"
869-00400,869-00004,40,Grey,MS,N,N,PORT,ON,0,40,TERRY A FRANCOIS BLVD,12531000,Area 5,South Embarcadero,"(37.7762887020, -122.3883899988)"
360-08170,-,0,Grey,SS,N,N,SFMTA,ON,0,817,CLEMENT ST,4158000,Area 3,,"(37.7827050992, -122.4680873973)"
124-13090,-,0,Grey,SS,N,N,SFMTA,ON,0,1309,24TH AVE,1299000,Area 3,,"(37.7630497989, -122.4825532993)"
224-40660,-,0,Grey,SS,Y,N,SFMTA,ON,0,4066,24TH ST,1362000,Area 3,,"(37.7513573010, -122.4339463019)"
352-13100,-,0,Grey,SS,Y,N,SFMTA,ON,0,1310,CASTRO ST,3801000,Area 3,,"(37.7509597027, -122.4341515021)"
831-05080,831-05002,8,Grey,MS,N,N,PORT,ON,0,508,EMBARCADERO SOUTH,12548101,Area 5,South Embarcadero,"(37.7868167021, -122.3880942014)"
831-05170,831-05001,17,Grey,MS,N,N,PORT,ON,0,517,EMBARCADERO SOUTH,12548201,Area 5,South Embarcadero,"(37.7866407995, -122.3876436015)"
360-22010,-,0,Grey,SS,N,N,SFMTA,ON,0,2201,CLEMENT ST,4173000,Area 3,,"(37.7820432977, -122.4828790983)"
218-40070,-,0,Grey,SS,N,N,SFMTA,ON,0,4007,18TH ST,891000,Area 3,,"(37.7608842001, -122.4341677015)"
218-41180,-,0,Yellow,SS,N,N,SFMTA,ON,0,4118,18TH ST,892000,Area 3,,"(37.7609017015, -122.4357368999)"
830-03160,-,0,Grey,SS,Y,N,PORT,ON,0,316,EMBARCADERO NORTH,12554101,Area 5,Downtown,"(37.7983094984, -122.3970999976)"
691-18050,-,0,Green,SS,N,N,SFMTA,ON,0,1805,UNION ST,12867000,Area 3,,"(37.7978397989, -122.4290979018)"
606-16260,-,0,Grey,SS,N,N,SFMTA,ON,0,1626,PINE ST,10478000,Area 3,,"(37.7893575978, -122.4230983981)"
614-11030,-,0,Grey,SS,N,N,SFMTA,ON,0,1103,POST ST,10640000,Area 3,,"(37.7867195000, -122.4201388990)"
225-34460,-,0,Grey,SS,N,N,SFMTA,ON,0,3446,25TH ST,1444000,Area 3,,"(37.7505759009, -122.4201206991)"
657-26340,-,0,Green,SS,N,N,SFMTA,ON,0,2634,SAN BRUNO AVE,11377000,Area 3,,"(37.7279846993, -122.4038224013)"
500-04300,500-04006,30,Yellow,MS,Y,N,SFMTA,ON,0,430,JACKSON ST,7366000,Area 5,Downtown,"(37.7965211020, -122.4029971973)"
490-20170,-,0,Grey,SS,N,N,SFMTA,ON,0,2017,IRVING ST,7298000,Area 3,,"(37.7633723010, -122.4797374995)"
641-16930,-,0,Grey,SS,N,N,SFMTA,ON,0,1693,REVERE AVE,10978000,Area 3,,"(37.7322130006, -122.3912839011)"
612-21170,-,0,Grey,SS,N,N,SFMTA,ON,0,2117,POLK ST,10576000,Area 3,,"(37.7963943006, -122.4219373983)"
612-21270,-,0,Grey,SS,N,N,SFMTA,ON,0,2127,POLK ST,10576000,Area 3,,"(37.7965554007, -122.4219698978)"
440-27150,-,0,Grey,SS,N,N,SFMTA,ON,0,2715,GEARY BLVD,6047101,Area 3,,"(37.7821925011, -122.4483460986)"
440-28100,-,0,Grey,SS,N,N,SFMTA,ON,0,2810,GEARY BLVD,6047203,Area 3,,"(37.7823239014, -122.4495413021)"
490-22230,-,0,Grey,SS,N,N,SFMTA,ON,0,2223,IRVING ST,7300000,Area 3,,"(37.7632820000, -122.4819768981)"
490-23290,-,0,Grey,SS,N,N,SFMTA,ON,0,2329,IRVING ST,7301000,Area 3,,"(37.7632268973, -122.4831656979)"
440-30140,-,0,Green,SS,N,N,SFMTA,ON,0,3014,GEARY BLVD,6049201,Area 3,,"(37.7820430015, -122.4517470000)"
440-30160,-,0,Green,SS,N,N,SFMTA,ON,0,3016,GEARY BLVD,6049201,Area 3,,"(37.7820336976, -122.4518201013)"
440-30210,-,0,Grey,SS,N,N,SFMTA,ON,0,3021,GEARY BLVD,6049101,Area 3,,"(37.7817590003, -122.4518149995)"
490-24050,-,0,Grey,SS,N,N,SFMTA,ON,0,2405,IRVING ST,7302000,Area 3,,"(37.7631999020, -122.4837791973)"
490-25240,-,0,Grey,SS,N,N,SFMTA,ON,0,2524,IRVING ST,7303000,Area 3,,"(37.7632617996, -122.4854964984)"
385-00160,-,0,Grey,SS,N,N,SFMTA,ON,0,16,DOLORES ST,4861201,Area 3,,"(37.7683653046, -122.4268734176)"
666-11180,-,0,Grey,SS,N,N,SFMTA,ON,0,1118,SUTTER ST,12329000,Area 3,,"(37.7879582000, -122.4190187973)"
440-32140,-,0,Grey,SS,N,N,SFMTA,ON,0,3214,GEARY BLVD,6051201,Area 3,,"(37.7817778987, -122.4538279974)"
440-33040,-,0,Grey,SS,N,N,SFMTA,ON,0,3304,GEARY BLVD,6052201,Area 3,,"(37.7816943419, -122.4544866340)"
440-33120,-,0,Grey,SS,N,N,SFMTA,ON,0,3312,GEARY BLVD,6052201,Area 3,,"(37.7816682019, -122.4546873995)"
490-14340,-,0,Grey,SS,N,N,SFMTA,ON,0,1434,IRVING ST,7292000,Area 3,,"(37.7637964980, -122.4735979007)"
490-16060,-,0,Grey,SS,N,N,SFMTA,ON,0,1606,IRVING ST,7294000,Area 3,,"(37.7637194012, -122.4753501990)"
490-16120,-,0,Grey,SS,N,N,SFMTA,ON,0,1612,IRVING ST,7294000,Area 3,,"(37.7637104996, -122.4755524991)"
470-14090,-,0,Grey,SS,N,N,SFMTA,ON,0,1409,HOWARD ST,7056000,Area 3,,"(37.7737569985, -122.4145867989)"
440-06290,-,0,Grey,SS,N,N,SFMTA,ON,0,629,GEARY ST,6114000,Area 3,,"(37.7865330026, -122.4142525007)"
581-24420,-,0,Grey,SS,N,N,SFMTA,ON,0,2442,NORIEGA ST,9665000,Area 3,,"(37.7537362975, -122.4901429003)"
581-24460,-,0,Grey,SS,N,N,SFMTA,ON,0,2446,NORIEGA ST,9665000,Area 3,,"(37.7537326989, -122.4902232995)"
132-18060,-,0,Grey,SS,N,N,SFMTA,ON,0,1806,32ND AVE,1713000,Area 3,,"(37.7533863977, -122.4903146008)"
131-17950,-,0,Grey,SS,N,N,SFMTA,ON,0,1795,31ST AVE,1688000,Area 3,,"(37.7539088976, -122.4894093999)"
665-01450,-,0,Yellow,SS,Y,N,SFMTA,ON,0,145,STEUART ST,12159000,Area 5,Downtown,"(37.7927891993, -122.3924828988)"
665-01510,-,0,Grey,SS,Y,N,SFMTA,ON,0,151,STEUART ST,12159000,Area 5,Downtown,"(37.7927194004, -122.3923952018)"
328-01200,-,0,Yellow,SS,N,N,SFMTA,ON,0,120,BEALE ST,2864000,Area 5,Downtown,"(37.7905801990, -122.3952475020)"
418-03050,-,0,Grey,SS,N,N,SFMTA,ON,0,305,FOLSOM ST,5653000,Area 5,South Embarcadero,"(37.7884553977, -122.3928611015)"
418-03070,-,0,Grey,SS,N,N,SFMTA,ON,0,307,FOLSOM ST,5653000,Area 5,South Embarcadero,"(37.7884169974, -122.3929098004)"
568-27350,-,0,Red,SS,N,N,SFMTA,ON,0,2735,MISSION ST,9125000,Area 5,Mission,"(37.7528209992, -122.4184070022)"
402-01080,-,0,Grey,SS,N,N,SFMTA,ON,0,108,ELM ST,5202000,Area 5,Civic Center,"(37.7816829988, -122.4193014016)"
328-01470,-,0,Grey,SS,N,N,SFMTA,ON,0,147,BEALE ST,2864000,Area 5,Downtown,"(37.7903145988, -122.3946093989)"
328-02230,-,0,Grey,SS,N,N,SFMTA,ON,0,223,BEALE ST,2865000,Area 5,Downtown,"(37.7893958976, -122.3934616984)"
359-01220,-,0,Grey,SS,Y,N,SFMTA,ON,0,122,CLAY ST,4080000,Area 5,Downtown,"(37.7953953006, -122.3976892007)"
380-00120,-,0,Yellow,SS,N,N,SFMTA,ON,0,12,DAVIS ST,4605000,Area 5,Downtown,"(37.7930809007, -122.3974420016)"
328-02460,-,0,Grey,SS,N,N,SFMTA,ON,0,246,BEALE ST,2865000,Area 5,Downtown,"(37.7888272067, -122.3930535167)"
470-01130,-,0,Yellow,SS,Y,N,SFMTA,ON,0,113,HOWARD ST,7029000,Area 5,Downtown,"(37.7909008012, -122.3928841014)"
831-06540,831-06006,54,Grey,MS,N,N,PORT,ON,0,654,EMBARCADERO SOUTH,12547101,Area 5,South Embarcadero,"(37.7828312022, -122.3884133005)"
841-00360,841-00002,36,Black,MS,N,N,PORT,ON,0,36,GREEN ST,6438001,PortMC1,,"(37.8006877013, -122.4001211987)"
442-03090,-,0,Grey,SS,N,N,SFMTA,ON,0,309,GOLDEN GATE AVE,6263000,Area 5,Civic Center,"(37.7815234017, -122.4159677007)"
681-01150,-,0,Grey,SS,N,N,SFMTA,ON,0,115,TAYLOR ST,12427000,Area 1,,"(37.7837038980, -122.4109500979)"
681-01230,-,0,Grey,SS,N,N,SFMTA,ON,0,123,TAYLOR ST,12427000,Area 1,,"(37.7838714019, -122.4109842011)"
681-01270,-,0,Grey,SS,N,N,SFMTA,ON,0,127,TAYLOR ST,12427000,Area 1,,"(37.7839761981, -122.4110055023)"
612-31080,-,0,Grey,SS,Y,N,SFMTA,ON,0,3108,POLK ST,10587000,Area 5,Fisherman's Wharf,"(37.8055756026, -122.4236351975)"
203-03630,-,0,Grey,SS,Y,N,SFMTA,ON,0,363,03RD ST,171000,Area 5,South Embarcadero,"(37.7829012022, -122.3976748005)"
203-04090,-,0,Yellow,SS,Y,N,SFMTA,ON,0,409,03RD ST,172000,Area 5,South Embarcadero,"(37.7823931024, -122.3970317018)"
203-04580,-,0,Grey,SS,Y,N,SFMTA,ON,0,458,03RD ST,174000,Area 5,South Embarcadero,"(37.7814304017, -122.3961280991)"
331-04030,-,0,Grey,SS,Y,N,SFMTA,ON,0,403,BRYANT ST,3280000,Area 5,South Embarcadero,"(37.7829134007, -122.3936610983)"
331-04040,-,0,Grey,SS,Y,N,SFMTA,ON,0,404,BRYANT ST,3280000,Area 5,South Embarcadero,"(37.7830105972, -122.3938641024)"
