POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
203-07120,-,0,Grey,SS,Y,N,SFMTA,ON,0,712,03RD ST,180000,Area 5,South Embarcadero,"(37.7784967021, -122.3924634975)"
330-02840,-,0,Grey,SS,Y,N,SFMTA,ON,0,284,BRANNAN ST,3073000,Area 5,South Embarcadero,"(37.7822523982, -122.3917089027)"
440-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,GEARY ST,6111000,Area 1,,"(37.7871397016, -122.4104399026)"
562-03300,-,0,Red,SS,N,N,SFMTA,ON,0,330,MASON ST,8803000,Area 1,,"(37.7870162026, -122.4097801016)"
571-06050,-,0,Red,SS,Y,N,SFMTA,ON,0,605,MONTGOMERY ST,9304000,Area 5,Downtown,"(37.7948710014, -122.4032509008)"
359-05321,359-05320,1,Black,MS,N,N,SFMTA,ON,0,532,CLAY ST,4085000,Area 5,Downtown,"(37.7948242024, -122.4025120025)"
650-04170,-,0,Yellow,SS,N,N,SFMTA,ON,0,417,SACRAMENTO ST,11223000,Area 5,Downtown,"(37.7939987973, -122.4008444005)"
331-04480,-,0,Grey,SS,Y,N,SFMTA,ON,0,448,BRYANT ST,3281000,Area 5,South Embarcadero,"(37.7822545999, -122.3948183988)"
420-01240,-,0,Grey,SS,N,N,SFMTA,ON,0,124,FREMONT ST,5861002,Area 5,Downtown,"(37.7898121987, -122.3960056004)"
420-01260,-,0,Grey,SS,N,N,SFMTA,ON,0,126,FREMONT ST,5861002,Area 5,Downtown,"(37.7897772015, -122.3959619028)"
420-01460,-,0,Grey,SS,N,N,SFMTA,ON,0,146,FREMONT ST,5862000,Area 5,Downtown,"(37.7894974024, -122.3956122992)"
471-01280,-,0,Grey,SS,Y,N,SFMTA,ON,0,128,HARRISON ST,6708000,Area 5,South Embarcadero,"(37.7883101002, -122.3902593979)"
204-04100,-,0,Grey,SS,N,N,SFMTA,ON,0,410,04TH ST,259000,Area 5,South Embarcadero,"(37.7804227059, -122.3993078191)"
204-04320,-,0,Grey,SS,N,N,SFMTA,ON,0,432,04TH ST,260000,Area 5,South Embarcadero,"(37.7799404056, -122.3987025171)"
418-06240,-,0,Grey,SS,Y,N,SFMTA,ON,0,624,FOLSOM ST,5660000,Area 5,South Embarcadero,"(37.7850690977, -122.3974574019)"
323-00580,-,0,Grey,SS,Y,N,SFMTA,ON,0,58,BARTLETT ST,2742000,Area 5,Mission,"(37.7559865982, -122.4199934003)"
323-00800,-,0,Grey,SS,Y,N,SFMTA,ON,0,80,BARTLETT ST,2742000,Area 5,Mission,"(37.7557085984, -122.4199668017)"
224-33240,-,0,Grey,SS,N,N,SFMTA,ON,0,3324,24TH ST,1347000,Area 5,Mission,"(37.7522245989, -122.4194227995)"
442-05450,-,0,Black,SS,N,N,SFMTA,ON,0,545,GOLDEN GATE AVE,6265000,Area 5,Civic Center,"(37.7809942019, -122.4201945995)"
663-33340,-,0,Black,SS,Y,N,SFMTA,ON,0,3334,STEINER ST,12156000,Area 5,Marina,"(37.8005092003, -122.4378016980)"
354-21080,-,0,Grey,SS,Y,N,SFMTA,ON,0,2108,CHESTNUT ST,3979000,Area 5,Marina,"(37.8006243006, -122.4382446983)"
354-21110,-,0,Yellow,SS,Y,N,SFMTA,ON,0,2111,CHESTNUT ST,3979000,Area 5,Marina,"(37.8004849990, -122.4383621008)"
359-24350,-,0,Yellow,SS,Y,N,SFMTA,ON,0,2435,CLAY ST,4111000,Area 5,Fillmore,"(37.7906841011, -122.4339264983)"
326-06080,-,0,Grey,SS,Y,N,SFMTA,ON,0,608,BEACH ST,2844000,Area 5,Fisherman's Wharf,"(37.8068625991, -122.4193530005)"
326-07220,-,0,Grey,SS,Y,N,SFMTA,ON,0,722,BEACH ST,2846000,Area 5,Fisherman's Wharf,"(37.8066085995, -122.4214655028)"
354-21320,-,0,Green,SS,Y,N,SFMTA,ON,0,2132,CHESTNUT ST,3979000,Area 5,Marina,"(37.8005278026, -122.4390064010)"
354-22190,-,0,Grey,SS,Y,N,SFMTA,ON,0,2219,CHESTNUT ST,3980000,Area 5,Marina,"(37.8002503001, -122.4402153005)"
354-23060,-,0,Green,SS,Y,N,SFMTA,ON,0,2306,CHESTNUT ST,3982000,Area 5,Marina,"(37.8002095026, -122.4415154007)"
326-07310,-,0,Grey,SS,Y,N,SFMTA,ON,0,731,BEACH ST,2846000,Area 5,Fisherman's Wharf,"(37.8064459012, -122.4216315986)"
686-00072,686-00070,2,Grey,MS,N,N,SFMTA,ON,0,5,TURK ST,12716000,Area 1,,"(37.7833252986, -122.4094062016)"
608-01480,-,0,Grey,SS,N,N,SFMTA,ON,0,148,PIXLEY ST,10504000,Area 5,Marina,"(37.7985325017, -122.4356454981)"
327-14430,-,0,Grey,SS,N,N,SFMTA,ON,0,1443,BROADWAY,3169201,Area 3,,"(37.7959036016, -122.4214431007)"
542-10241,542-10240,1,Black,MS,N,N,SFMTA,ON,0,1024,LARKIN ST,8135000,MC3,,"(37.7876743999, -122.4183220991)"
336-11050,-,0,Grey,SS,N,N,SFMTA,ON,0,1105,BUSH ST,3441000,Area 3,,"(37.7892343809, -122.4155183810)"
336-11120,-,0,Grey,SS,N,N,SFMTA,ON,0,1112,BUSH ST,3441000,Area 3,,"(37.7893382020, -122.4157687299)"
686-04250,-,0,Grey,SS,N,N,SFMTA,ON,0,425,TURK ST,12720000,Area 5,Civic Center,"(37.7824046024, -122.4166161024)"
330-05370,-,0,Grey,SS,Y,N,SFMTA,ON,0,537,BRANNAN ST,3080000,Area 5,South Embarcadero,"(37.7775346999, -122.3973684979)"
330-05570,-,0,Grey,SS,Y,N,SFMTA,ON,0,557,BRANNAN ST,3080000,Area 5,South Embarcadero,"(37.7772241001, -122.3977615979)"
614-07230,-,0,Yellow,SS,N,N,SFMTA,ON,0,723,POST ST,10635000,Area 3,,"(37.7875071977, -122.4140492004)"
686-06400,-,0,Yellow,SS,N,N,SFMTA,ON,0,640,TURK ST,12723000,Area 5,Civic Center,"(37.7820623067, -122.4203368183)"
720-07260,-,0,Grey,SS,N,N,SFMTA,ON,0,726,WASHINGTON ST,13412000,Area 5,Downtown,"(37.7952517019, -122.4059364011)"
614-07400,-,0,Grey,SS,N,N,SFMTA,ON,0,740,POST ST,10635000,Area 3,,"(37.7875655972, -122.4146482998)"
700-11340,-,0,Grey,SS,Y,N,SFMTA,ON,0,1134,VALENCIA ST,13071000,Area 5,Mission,"(37.7543958024, -122.4209872984)"
444-15040,-,0,Grey,SS,N,N,SFMTA,ON,0,1504,GRANT AVE,6405000,Area 3,,"(37.8008509026, -122.4075748005)"
203-00080,-,0,Yellow,SS,N,N,SFMTA,ON,0,8,03RD ST,163000,Area 5,Downtown,"(37.7872657989, -122.4034353976)"
568-24260,-,0,Grey,SS,Y,N,SFMTA,ON,0,2426,MISSION ST,9122002,Area 5,Mission,"(37.7577773024, -122.4190618021)"
350-03180,-,0,Yellow,SS,N,N,SFMTA,ON,0,318,CALIFORNIA ST,3527000,Area 5,Downtown,"(37.7931973980, -122.4006451012)"
219-41060,-,0,Grey,SS,N,N,SFMTA,ON,0,4106,19TH ST,985000,Area 3,,"(37.7593111013, -122.4352704973)"
352-04370,-,0,Yellow,SS,N,N,SFMTA,ON,0,437,CASTRO ST,3790000,Area 3,,"(37.7613561013, -122.4349406974)"
352-04380,-,0,Grey,SS,N,N,SFMTA,ON,0,438,CASTRO ST,3790000,Area 3,,"(37.7612864979, -122.4351371021)"
830-03260,-,0,Grey,SS,Y,N,PORT,ON,0,326,EMBARCADERO NORTH,12554101,Area 5,Downtown,"(37.7985589997, -122.3973093999)"
831-00220,-,0,Grey,SS,Y,N,PORT,ON,0,22,EMBARCADERO SOUTH,12553103,Area 5,Downtown,"(37.7944234022, -122.3937043992)"
106-03090,-,0,Grey,SS,N,N,SFMTA,ON,0,309,06TH AVE,316000,Area 3,,"(37.7825986993, -122.4644678009)"
360-00210,-,0,Grey,SS,N,N,SFMTA,ON,0,21,CLEMENT ST,4150000,Area 3,,"(37.7830971991, -122.4595679024)"
574-00060,-,0,Grey,SS,N,N,SFMTA,ON,0,6,MABINI ST,8588000,Area 5,South Embarcadero,"(37.7824188013, -122.4001937022)"
574-00120,-,0,Grey,SS,N,N,SFMTA,ON,0,12,MABINI ST,8588000,Area 5,South Embarcadero,"(37.7822889992, -122.4000308977)"
208-06390,-,0,Green,SS,N,N,SFMTA,ON,0,639,08TH ST,417000,Area 3,,"(37.7706497990, -122.4045196024)"
611-03790,-,0,Black,SS,N,N,SFMTA,ON,0,379,PARNASSUS AVE,10293000,MC3,,"(37.7635870007, -122.4572153983)"
205-04520,-,0,Grey,SS,Y,N,SFMTA,ON,0,452,05TH ST,303000,Area 5,South Embarcadero,"(37.7779140984, -122.4005980005)"
826-06720,826-06002,72,Black,MS,N,N,PORT,ON,0,672,DELANCEY ST,117000,Area 5,South Embarcadero,"(37.7829125010, -122.3891210013)"
826-06740,826-06002,74,Black,MS,N,N,PORT,ON,0,674,DELANCEY ST,117000,Area 5,South Embarcadero,"(37.7829029010, -122.3891089984)"
103-02970,-,0,Grey,SS,N,N,SFMTA,ON,0,297,03RD AVE,153000,Area 3,,"(37.7832731482, -122.4612889535)"
219-40200,-,0,Grey,SS,N,N,SFMTA,ON,0,4020,19TH ST,984000,Area 3,,"(37.7593564977, -122.4345144999)"
219-41010,-,0,Green,SS,N,N,SFMTA,ON,0,4101,19TH ST,985000,Area 3,,"(37.7592324008, -122.4350180009)"
831-02100,-,0,Grey,SS,Y,N,PORT,ON,0,210,EMBARCADERO SOUTH,12551102,Area 5,Downtown,"(37.7919001979, -122.3911249970)"
831-02240,-,0,Grey,SS,Y,N,PORT,ON,0,224,EMBARCADERO SOUTH,12551102,Area 5,Downtown,"(37.7915108976, -122.3909616002)"
360-18280,-,0,Grey,SS,N,N,SFMTA,ON,0,1828,CLEMENT ST,4169000,Area 3,,"(37.7823440012, -122.4792197996)"
360-20080,-,0,Green,SS,N,N,SFMTA,ON,0,2008,CLEMENT ST,4171000,Area 3,,"(37.7822652002, -122.4809728020)"
360-20230,-,0,Grey,SS,N,N,SFMTA,ON,0,2023,CLEMENT ST,4171000,Area 3,,"(37.7821083021, -122.4813956020)"
214-06120,-,0,Grey,SS,N,N,SFMTA,ON,0,612,14TH ST,593000,Area 3,,"(37.7678899055, -122.4273519181)"
562-24210,-,0,Grey,SS,Y,N,SFMTA,ON,0,2421,MASON ST,8838000,Area 5,Fisherman's Wharf,"(37.8062688028, -122.4137957987)"
363-11180,-,0,Grey,SS,N,N,SFMTA,ON,0,1118,COLUMBUS AVE,4304000,Area 5,Fisherman's Wharf,"(37.8048183982, -122.4165557024)"
463-00391,463-00390,1,Black,MS,N,N,SFMTA,ON,0,39,HAWTHORNE ST,6809000,Area 5,Downtown,"(37.7849287008, -122.3980644026)"
331-06750,-,0,Black,SS,Y,N,SFMTA,ON,0,675,BRYANT ST,3285000,Area 5,South Embarcadero,"(37.7780647033, -122.3998038154)"
691-16300,-,0,Black,SS,N,N,SFMTA,ON,0,1630,UNION ST,12865000,MC3,,"(37.7982788988, -122.4266231001)"
859-00520,-,0,Grey,SS,Y,N,PORT,ON,0,52,NORTH POINT ST,9686000,Area 5,Fisherman's Wharf,"(37.8073070020, -122.4083031991)"
863-15160,-,0,Grey,SS,Y,N,PORT,ON,0,1516,SANSOME ST,11561000,Port 4,,"(37.8045746022, -122.4033757017)"
863-15240,-,0,Grey,SS,Y,N,PORT,ON,0,1524,SANSOME ST,11561000,Port 4,,"(37.8047274993, -122.4034067986)"
216-30080,216-30002,8,Yellow,MS,Y,N,SFMTA,ON,0,3008,16TH ST,726000,Area 5,Mission,"(37.7650908985, -122.4201545005)"
840-22010,-,0,Grey,SS,Y,N,PORT,ON,0,2201,GRANT AVE,6418000,Area 5,Fisherman's Wharf,"(37.8072943007, -122.4089654979)"
901-00180,-,0,Grey,SS,N,N,SFMTA,OFF,901,3255,LILAC ST,8331000,Area 3,,"(37.7520465002, -122.4177113992)"
905-00070,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3,,"(37.7618329980, -122.4346619991)"
909-00040,-,0,Grey,SS,N,N,SFMTA,OFF,909,421,18TH AVE,830000,Area 3,,"(37.7799381995, -122.4773952996)"
910-00040,-,0,Grey,SS,N,N,SFMTA,OFF,910,1275,20TH AVE,1005000,Area 3,,"(37.7639945009, -122.4784971008)"
905-00200,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3,,"(37.7616017022, -122.4347534009)"
916-00400,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.8000286994, -122.4392103997)"
916-00590,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.8000887026, -122.4391428975)"
916-00660,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.7999243000, -122.4391820018)"
916-00950,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.7998931975, -122.4392340982)"
916-01030,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.7999309999, -122.4389912018)"
915-00060,-,0,Grey,SS,N,N,SFMTA,OFF,915,3000,OCEAN AVE,9849000,Area 3,,"(37.7320494027, -122.4747171977)"
915-00070,-,0,Grey,SS,N,N,SFMTA,OFF,915,3000,OCEAN AVE,9849000,Area 3,,"(37.7320301019, -122.4747148005)"
916-00070,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.8002133653, -122.4391063582)"
216-29140,-,0,Grey,SS,N,N,SFMTA,ON,0,2914,16TH ST,723000,Area 5,Mission,"(37.7652113017, -122.4181603004)"
923-00020,-,0,Grey,SS,N,N,SFMTA,OFF,923,807,ULLOA ST,12784000,Area 3,,"(37.7404789989, -122.4652592984)"
216-31130,-,0,Black,SS,Y,N,SFMTA,ON,0,3113,16TH ST,732000,Area 5,Mission,"(37.7648014993, -122.4226651990)"
217-33010,-,0,Grey,SS,Y,N,SFMTA,ON,0,3301,17TH ST,797000,Area 5,Mission,"(37.7633569007, -122.4197111984)"
218-33450,-,0,Grey,SS,N,N,SFMTA,ON,0,3345,18TH ST,877000,Area 5,Mission,"(37.7618063995, -122.4189349000)"
700-02610,-,0,Grey,SS,N,N,SFMTA,ON,0,261,VALENCIA ST,13056000,Area 3,,"(37.7683126003, -122.4221074001)"
471-08410,-,0,Grey,SS,Y,N,SFMTA,ON,0,841,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7797147994, -122.4008176007)"
471-08610,-,0,Grey,SS,Y,N,SFMTA,ON,0,861,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7793144015, -122.4013263990)"
620-01560,-,0,Grey,SS,Y,N,SFMTA,ON,0,156,PERRY ST,10360000,Area 5,South Embarcadero,"(37.7810321999, -122.3982805998)"
891-00480,891-00001,48,Grey,MS,N,N,PORT,OFF,891,601,TERRY A FRANCOIS BLVD,12532004,Area 5,South Embarcadero,"(37.7699498989, -122.3858461023)"
891-00340,891-00001,34,Grey,MS,N,N,PORT,OFF,891,601,TERRY A FRANCOIS BLVD,12532004,Area 5,South Embarcadero,"(37.7699315985, -122.3858817981)"
582-00270,-,0,Yellow,SS,N,N,SFMTA,ON,0,27,NEW MONTGOMERY ST,9541000,Area 5,Downtown,"(37.7880718977, -122.4011548997)"
582-00290,-,0,Red,SS,N,N,SFMTA,ON,0,29,NEW MONTGOMERY ST,9541000,Area 5,Downtown,"(37.7880275016, -122.4010990986)"
471-06490,-,0,Grey,SS,N,N,SFMTA,ON,0,649,HARRISON ST,6716000,Area 5,South Embarcadero,"(37.7831137002, -122.3965030999)"
324-03130,-,0,Grey,SS,N,N,SFMTA,ON,0,313,BATTERY ST,2756000,Area 5,Downtown,"(37.7945263990, -122.4003144016)"
568-45040,-,0,Green,SS,N,N,SFMTA,ON,0,4504,MISSION ST,9162000,Area 3,,"(37.7256430023, -122.4341900979)"
568-45290,-,0,Grey,SS,N,N,SFMTA,ON,0,4529,MISSION ST,9162000,Area 3,,"(37.7256002993, -122.4339865015)"
204-03170,-,0,Grey,SS,N,N,SFMTA,ON,0,317,04TH ST,256000,Area 5,South Embarcadero,"(37.7817818996, -122.4007083007)"
336-04220,-,0,Grey,SS,N,N,SFMTA,ON,0,422,BUSH ST,3430000,Area 5,Downtown,"(37.7907254015, -122.4048200992)"
661-01100,-,0,Yellow,SS,N,N,SFMTA,ON,0,110,STEVENSON ST,12166000,Area 5,Downtown,"(37.7886593015, -122.4010654983)"
201-03090,-,0,Grey,SS,Y,N,SFMTA,ON,0,309,01ST ST,111000,Area 5,South Embarcadero,"(37.7871057996, -122.3940825012)"
201-03280,-,0,Grey,SS,Y,N,SFMTA,ON,0,328,01ST ST,112000,Area 5,South Embarcadero,"(37.7866038018, -122.3937597980)"
650-05150,-,0,Yellow,SS,N,N,SFMTA,ON,0,515,SACRAMENTO ST,11224000,Area 5,Downtown,"(37.7938662012, -122.4019310975)"
650-05390,-,0,Yellow,SS,N,N,SFMTA,ON,0,539,SACRAMENTO ST,11225000,Area 5,Downtown,"(37.7937626009, -122.4027438012)"
440-00240,-,0,Yellow,SS,N,N,SFMTA,ON,0,24,GEARY ST,6107000,Area 5,Downtown,"(37.7879003984, -122.4043794011)"
444-00140,-,0,Grey,SS,N,N,SFMTA,ON,0,14,GRANT AVE,6381000,Area 5,Downtown,"(37.7873112009, -122.4048839972)"
444-00170,-,0,Yellow,SS,N,N,SFMTA,ON,0,17,GRANT AVE,6381000,Area 5,Downtown,"(37.7874144995, -122.4050396995)"
201-02080,-,0,Grey,SS,Y,N,SFMTA,ON,0,208,01ST ST,107000,Area 5,Downtown,"(37.7882711065, -122.3958432153)"
201-02580,-,0,Grey,SS,Y,N,SFMTA,ON,0,258,01ST ST,110000,Area 5,Downtown,"(37.7873536021, -122.3946966992)"
201-02630,-,0,Grey,SS,Y,N,SFMTA,ON,0,263,01ST ST,110000,Area 5,Downtown,"(37.7874480997, -122.3945097995)"
520-06080,-,0,Yellow,SS,N,N,SFMTA,ON,0,608,KEARNY ST,7756000,Area 5,Downtown,"(37.7939036013, -122.4046009013)"
831-07420,831-07004,42,Grey,MS,N,N,PORT,ON,0,742,KING ST,7831101,Area 5,South Embarcadero,"(37.7806530026, -122.3888991994)"
350-28220,-,0,Green,SS,N,N,SFMTA,ON,0,2822,CALIFORNIA ST,3562000,Area 3,,"(37.7880500992, -122.4412357972)"
350-28340,-,0,Grey,SS,N,N,SFMTA,ON,0,2834,CALIFORNIA ST,3562000,Area 3,,"(37.7880019982, -122.4416145028)"
321-34100,-,0,Grey,SS,N,N,SFMTA,ON,0,3410,BALBOA ST,2680000,Area 3,,"(37.7758679026, -122.4954887999)"
321-34320,-,0,Grey,SS,N,N,SFMTA,ON,0,3432,BALBOA ST,2680000,Area 3,,"(37.7758470987, -122.4959445016)"
582-01100,-,0,Red,SS,N,N,SFMTA,ON,0,110,NEW MONTGOMERY ST,9544000,Area 5,Downtown,"(37.7870988985, -122.4001781006)"
330-04610,-,0,Grey,SS,Y,N,SFMTA,ON,0,461,BRANNAN ST,3079000,Area 5,South Embarcadero,"(37.7790469014, -122.3954600000)"
524-02340,-,0,Green,SS,Y,N,SFMTA,ON,0,234,KING ST,7833201,Area 5,South Embarcadero,"(37.7775127002, -122.3928292000)"
684-02310,-,0,Grey,SS,Y,N,SFMTA,ON,0,231,TOWNSEND ST,12661000,Area 5,South Embarcadero,"(37.7781135988, -122.3935284016)"
568-48360,-,0,Grey,SS,N,N,SFMTA,ON,0,4836,MISSION ST,9172201,Area 3,,"(37.7203558989, -122.4381905009)"
568-28240,-,0,Grey,SS,N,N,SFMTA,ON,0,2824,MISSION ST,9126000,Area 3,,"(37.7514879972, -122.4184598026)"
568-28370,-,0,Grey,SS,N,N,SFMTA,ON,0,2837,MISSION ST,9126000,Area 3,,"(37.7511255023, -122.4182430019)"
568-17110,-,0,Grey,SS,Y,N,SFMTA,ON,0,1711,MISSION ST,9112101,Area 3,,"(37.7696467021, -122.4198805187)"
568-29110,-,0,Grey,SS,N,N,SFMTA,ON,0,2911,MISSION ST,9127000,Area 3,,"(37.7503119995, -122.4181651005)"
568-29370,-,0,Red,SS,N,N,SFMTA,ON,0,2937,MISSION ST,9127000,Area 3,,"(37.7496368986, -122.4181004983)"
568-29480,-,0,Grey,SS,N,N,SFMTA,ON,0,2948,MISSION ST,9127000,Area 3,,"(37.7492578019, -122.4182462988)"
470-04230,-,0,Grey,SS,N,N,SFMTA,ON,0,423,HOWARD ST,7032000,Area 5,Downtown,"(37.7886873976, -122.3956777004)"
202-05800,-,0,Grey,SS,Y,N,SFMTA,ON,0,580,02ND ST,146000,Area 5,South Embarcadero,"(37.7819450048, -122.3923516162)"
568-18330,-,0,Yellow,SS,N,N,SFMTA,ON,0,1833,MISSION ST,9114000,Area 3,,"(37.7672836994, -122.4197926984)"
568-31060,-,0,Green,SS,N,N,SFMTA,ON,0,3106,MISSION ST,9129000,Area 3,,"(37.7478655007, -122.4185269975)"
568-31610,-,0,Grey,SS,N,N,SFMTA,ON,0,3161,MISSION ST,9130000,Area 3,,"(37.7464686007, -122.4192020984)"
471-05160,-,0,Grey,SS,Y,N,SFMTA,ON,0,516,HARRISON ST,6712000,Area 5,South Embarcadero,"(37.7857669023, -122.3934765008)"
664-10061,664-10060,1,Yellow,MS,N,N,SFMTA,ON,0,1004,STOCKTON ST,12206000,Area 2,,"(37.7951076002, -122.4080229976)"
568-33250,-,0,Grey,SS,N,N,SFMTA,ON,0,3325,MISSION ST,9134000,Area 3,,"(37.7433639996, -122.4212063008)"
336-01250,-,0,Yellow,SS,N,N,SFMTA,ON,0,125,BUSH ST,3420000,Area 5,Downtown,"(37.7911524986, -122.4005332978)"
520-04254,520-04250,4,Yellow,MS,N,N,SFMTA,ON,0,431,KEARNY ST,7754000,Area 5,Downtown,"(37.7924896021, -122.4044740998)"
569-20450,-,0,Grey,SS,N,N,SFMTA,ON,0,2045,MARKET ST,8762102,Area 3,,"(37.7686528039, -122.4272652157)"
569-20560,-,0,Grey,SS,N,N,SFMTA,ON,0,2056,MARKET ST,8762202,Area 3,,"(37.7685658009, -122.4278163982)"
591-26040,-,0,Grey,SS,N,N,SFMTA,ON,0,2604,OCEAN AVE,9848000,Area 3,,"(37.7318219010, -122.4733326023)"
593-07130,-,0,Grey,SS,N,N,SFMTA,ON,0,713,OFARRELL ST,9733000,Area 3,,"(37.7852572993, -122.4167436023)"
472-04240,-,0,Yellow,SS,Y,N,SFMTA,ON,0,424,HYDE ST,7118000,Area 3,,"(37.7851642993, -122.4161396024)"
469-16440,-,0,Grey,SS,N,N,SFMTA,ON,0,1644,HOLLOWAY AVE,6997202,Area 3,,"(37.7209474993, -122.4785347020)"
706-00050,-,0,Green,SS,N,N,SFMTA,ON,0,5,VARELA AVE,13177000,Area 3,,"(37.7205990021, -122.4760234000)"
469-17120,-,0,Grey,SS,N,N,SFMTA,ON,0,1712,HOLLOWAY AVE,6998201,Area 3,,"(37.7209797975, -122.4794944019)"
573-01070,-,0,Grey,SS,N,N,SFMTA,ON,0,107,ALICE B TOKLAS PL,9472000,Area 3,,"(37.7853691977, -122.4199289993)"
573-01391,573-01390,1,Black,MS,N,N,SFMTA,ON,0,139,ALICE B TOKLAS PL,9472000,MC3,,"(37.7852323995, -122.4210036990)"
203-03560,-,0,Grey,SS,Y,N,SFMTA,ON,0,356,03RD ST,171000,Area 5,South Embarcadero,"(37.7828670991, -122.3979368021)"
687-00070,-,0,Grey,SS,N,N,SFMTA,ON,0,7,TAPIA DR,12375000,Area 3,,"(37.7219705999, -122.4818479007)"
306-22240,-,0,Grey,SS,N,N,SFMTA,ON,0,2224,ALAMEDA ST,2136000,Area 3,,"(37.7684176982, -122.4075576008)"
470-06930,-,0,Grey,SS,Y,N,SFMTA,ON,0,693,HOWARD ST,7037000,Area 5,Downtown,"(37.7850536973, -122.4002868977)"
566-04100,-,0,Yellow,SS,Y,N,SFMTA,ON,0,410,MERCHANT ST,8984000,Area 5,Downtown,"(37.7954194014, -122.4008885005)"
568-31690,-,0,Grey,SS,N,N,SFMTA,ON,0,3169,MISSION ST,9130000,Area 3,,"(37.7462309011, -122.4193556995)"
325-04120,-,0,Grey,SS,Y,N,SFMTA,ON,0,412,BAY ST,2776000,Area 5,Fisherman's Wharf,"(37.8056189985, -122.4141894017)"
330-08520,-,0,Grey,SS,N,N,SFMTA,ON,0,852,BRANNAN ST,3088000,Area 3,,"(37.7721083005, -122.4045521018)"
472-03140,-,0,Grey,SS,N,N,SFMTA,ON,0,314,HYDE ST,7117000,Area 3,,"(37.7839204025, -122.4158819986)"
542-06060,-,0,Grey,SS,N,N,SFMTA,ON,0,606,LARKIN ST,8126000,Area 3,,"(37.7835589972, -122.4174992980)"
542-06070,-,0,Grey,SS,N,N,SFMTA,ON,0,607,LARKIN ST,8126000,Area 3,,"(37.7835906026, -122.4176623986)"
542-07060,-,0,Grey,SS,N,N,SFMTA,ON,0,706,LARKIN ST,8128000,Area 3,,"(37.7845107009, -122.4176871979)"
542-07110,-,0,Yellow,SS,N,N,SFMTA,ON,0,711,LARKIN ST,8128000,Area 3,,"(37.7846304000, -122.4178700016)"
668-09970,-,0,Grey,SS,N,N,SFMTA,ON,0,997,SHOTWELL ST,11841000,Area 3,,"(37.7525976215, -122.4151307342)"
700-04450,-,0,Grey,SS,Y,N,SFMTA,ON,0,445,VALENCIA ST,13059000,Area 5,Mission,"(37.7654328019, -122.4218273998)"
442-05170,-,0,Grey,SS,N,N,SFMTA,ON,0,517,GOLDEN GATE AVE,6265000,Area 5,Civic Center,"(37.7810933805, -122.4194160699)"
444-08170,-,0,Grey,SS,N,N,SFMTA,ON,0,817,GRANT AVE,6395000,Area 5,Downtown,"(37.7948033986, -122.4064531007)"
650-07360,-,0,Yellow,SS,N,N,SFMTA,ON,0,736,SACRAMENTO ST,11228000,Area 5,Downtown,"(37.7934522022, -122.4058206023)"
542-07270,-,0,Green,SS,N,N,SFMTA,ON,0,727,LARKIN ST,8129000,Area 3,,"(37.7850258973, -122.4179548991)"
915-00100,-,0,Grey,SS,N,N,SFMTA,OFF,915,3000,OCEAN AVE,9849000,Area 3,,"(37.7319677015, -122.4747093019)"
920-00120,-,0,Grey,SS,N,N,SFMTA,OFF,920,993,POTRERO AVE,10667101,Area 3,,"(37.7577073973, -122.4064628013)"
216-29310,-,0,Grey,SS,N,N,SFMTA,ON,0,2931,16TH ST,725000,Area 5,Mission,"(37.7650306997, -122.4188710020)"
922-00040,-,0,Grey,SS,N,N,SFMTA,OFF,922,174,WEST PORTAL AVE,13578201,Area 3,,"(37.7390963983, -122.4681536981)"
217-32500,-,0,Grey,SS,N,N,SFMTA,ON,0,3250,17TH ST,796000,Area 5,Mission,"(37.7635013991, -122.4193256979)"
217-33230,-,0,Grey,SS,Y,N,SFMTA,ON,0,3323,17TH ST,798000,Area 5,Mission,"(37.7633114987, -122.4204630998)"
217-33370,-,0,Grey,SS,Y,N,SFMTA,ON,0,3337,17TH ST,798000,Area 5,Mission,"(37.7632783008, -122.4210128018)"
218-33010,-,0,Grey,SS,N,N,SFMTA,ON,0,3301,18TH ST,876000,Area 5,Mission,"(37.7619019979, -122.4173520000)"
